lyrics,sentiment
"These niggas talkin' out of they necks
Don't pull no coffin out of your mouth, I'm way too paranoid for a threat
Ayy-ayy, let's get it, bro
D-O-T, the money, power, respect
The last one is better
Say, it's a lot of goofies with a check
I mean, ah, I hope them sentiments symbolic
Ah, my temperament bipolar, I choose violence
Okay, let's get it up, it's time for him to prove that he's a problem
Niggas clickin' up, but cannot be legit, no 40 Water, tell 'em
Ah, yeah, huh, yeah, get up with me
Fuck sneak dissin', first-person shooter, I hope they came with three switches
I crash out like, ""Fuck rap,"" diss Melle Mel if I had to
Got 2TEEZ with me, I'm snatchin' chains and burnin' tattoos, it's up
Lost too many soldiers not to play it safe
If he walk around with that stick, it ain't André 3K
Think I won't drop the location? I still got PTSD
Motherfuck the big three, nigga, it's just big me
Nigga, bum
What? I'm really like that
And your best work is a light pack
Nigga, Prince outlived Mike Jack'
Nigga, bum
'Fore all your dogs gettin' buried
That's a K with all these nines, he gon' see Pet Sematary (Yeah)
Nigga, bum","power, tension"
"Uh, shoutout to ScHoolboy Q
He uglier than a motherfucker (laughs)
Tire marks, tire marks
Finish line with the tire marks
When the relay starts I’m a runaway slave
Ugh, walking on water and running on waves
God MC, oh my God, you gotta see
There’s never no I's in me
Of an Odyssey, I’m a block away
Fire marshal's moving in
Marshmallows inside my pen
Sweet sixteens
Got a sweet sixteen and they deadlier than sin
I’m so appalled
With the prototype with a godly protocol
You an amateur, they wanna pro to call
I damage ya on camera, in Compton, in Canada
I don’t care where ya are
Just blink twice and I’m there where you are
Like a shadow in the dark, you a paddle in the boat
In an ocean full of sharks bout to come up short
Water in the pot, flow crack rock like Bam Bam nigga
Have two grams nigga pay up or blam blam nigga
Had a black Camry, bumpin' Dipset, Killa Cam nigga
I had been around niggas, killas, pimps
You ain’t been around shit but your momma and your bitch
Shoved off the porch when I was like six
Uncle Bobby got the house raided back in 9-6
Kick in the door
K9s all in the kitchen way before I even heard of Mike Vick
Momma in the bathroom poppa at work
Happened on Sunday we shoulda went to Church
Look at my shirt, Polo on it
It’s gon' sell if my logo on it
I fear no opponent
A demon come near and I might throw a spear at the omen
You looking at the 2010 Romans
Empire, Hiiipower HP, in ya face like HD
And I spit like a HK
I’ma shot like a H3, H-U-B-C-I-T-Y, A-B and Y-G
Problem and Hootie nigga
Tell the government come shoot me, nigga
Cause I’m going out with a fist raised
And a fist full of money give it to the fifth grade
Drink a fifth of Hennessy and then take another fade
With a democratic politician from CA
They don’t wanna see a B-L-A-C-K
Making some scratch like a hall of fame DJ
Give us some free J’s put us in PJs
Now we in the county jail calling for a three-way
God-Damn, y'all cold
Mark of the beast wear your god damn bar-code
Stuck in the street where it's dark like Harpo
Black man tell me where your God-Damn heart go
Although I’m in the land of milk and honey
Nobody never gave me shit, when I got my first chain
All the niggas tried to take it from me
I had to fight back and shit
Take it back and shit
And you rap niggas looking funny tryna talk back and shit
Like he back that shit
Acting like you real or something
Nigga ain't popped no steel, ain't popped no collar
Go pop some pills or something
You trying real hard to appeal to someone
I’m being myself, my BFF is a BM-dub
With your BM in it and your stash box glove
And the medicine a doctor gave a nigga won't help
I’m at the limit where I be amazing myself
I bet I finish on a level with a Black belt
I bet I hit it where every rapper get killed, like
Bla bla bla bla where the knife at?
Cut cut cut where your life at?
Your careers over, he’s slumped over
And if I'm off beat know I’m un-sober
That's a new flow
Pl-, Plus Q gave me some Kush and some Nuvo
New dough for the new year and I sumo on a rap peer
Not a rapper, I’m a raptor
That's a T-Rex in a V-neck for the rapture
I’m a factor and your facial
I will fracture to a fraction
No one-half and I hate math
Pastor’s like Eddie long, fucking maricon
Took me mighty long to get here
Nigga, Fuck!","power, tension"
"She doesn't love me, no, she don't love me no more
She hates my company, guess she don't love me no more
I tried to get her up out of my head, left my bags at the door
She screamed she loved me like she never did before
And I told her, ""Go where you wanna!
Go do whatcha wanna do, I don't care!""
And I told her, ""Go where you wanna!
Go do whatcha wanna do, I don't care!""
I told that bitch, ""I'm a sucker for love, you a sucker for dick""
Suckin' dick in your mama tub, then your granny walked in
Told the stupid nigga to duck under the water
He drowned, like an abortion
They booked you for manslaughter
You beat the case and I called ya
""Sherane is not available now, leave a message at the tone
And Kendrick, don't forget to buy two pair of those
Expensive heels, you little fuckin' Ferris wheel
Fuckin' spinnin' on me—fuck you think, we gon' get married still?
Fuckin' Mary had a little lamb, this ain't no fairy tale
Fairy godmama better tell you how I fuckin' feel
Like you should fuckin' beat it
Or fuckin' eat it while I'm on my period
Now have a blessed day!"" (*Phone hangs up*)
Bitch, you serious?
I'm in the mirror with this look on my face, curious
Why you ain't fuckin' with me? You cut me deep as Caesarean
You know I want you bad as a Benjamin, I'm delirious
I want you bad as the head shattered on George Zimmerman
After the Dillinger hit him diligently and killin' him
His mouthpiece for a Cadillac emblem
That's analogy and metaphor for you
I should win a medal for all the ways I adore you
This is me talkin' cordial, yeah, I got some home training
That ain't what you like, ain't it?
What about if I was as famous as Marshall?
Would you give fellatio in the carpool?
Cops pull us over, they just wanna know if you gargle
Singin', ""I hope she's good enough
Meanwhile you're chasin' her""
Chlamydia couldn't even get rid of her
Pity the fool and pity the fool in me, I'ma live with her","power, tension"
"Damn, love or lust
Damn, all of us
If I didn't ride blade on curb, would you still love me?
If I minimized my net worth, would you still love me?
Keep it a hundred, I'd rather you trust me than to love me
Keep it a whole one hund', don't got you, I got nothin' (Uh, uh)
Ayy, I got somethin'
Hol' up, we gon' function, ayy, no assumptions, ayy
Feelin' like Tyson with it
Knock it out twice, I’m with it
Only for the night, I’m kiddin'
Only for life, yeah, homie for life, yeah
Only for life, let’s get it
Hit that shoulder lean
I know what comin' over me
Backstroke oversea
I know what you need
Already on ten, all money come in
All feeling go out, this feeling don't drought
This party won't end
If I didn't ride blade on curb, would you still love me?
If I minimized my net worth, would you still love me?
Keep it a hundred, I'd rather you trust me than to love me
Keep it a whole one hund', don't got you, I got nothin' (Uh, uh)
I'm on the way
We ain't got no time to waste
Poppin' your gum on the way love me
Am I in the way?
I don't wan' pressure you none
I want your blessing today love me
Oh, by the way, open the door by the way
Told you that I'm on the way love me
I'm on the way, I know connection is vague
Pick up the phone for me, babe
Dammit, we jammin'
Bad attitude from yo' nanny
Curves and your hips from yo' mammy
Remember Gardena, I took the studio Camry
I know Top will be mad at me
I had to do it, I want your body, your music
I bought the big one to prove it
Look what you made
Told you that I'm on the way
I'm like a exit away, yep
If I didn't ride blade on curb, would you still love me?
If I minimized my net worth, would you still love me?
Keep it a hundred, I'd rather you trust me than to love me
Keep it a whole one hund', don't got you, I got nothin' (Uh, uh)",tenderness
"It's a secret society
All we ask is trust (All we ask is trust)
All we got is us
Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty
Kung Fu Kenny now
My resume is real enough for two millennium
A better way to make a wave, stop defendin' them
I meditate and moderate all of my wins again
I'm hangin' on the fence again
I'm always on your mind
I put my lyric and my lifeline on the line
And ain't no limit when I might shine, might grind
You rollin' with it at the right time, right now
(Only for the dollar sign)
I'm a savage, I'm a asshole, I'm a king
Shimmy ya, shimmy ya, shimmy ya rah (Yeah)
You can tell your nigga he can meet me outside (Yeah)
You can babysit him when I leave him outside
Ain't no other love like the one I know
I done been down so long lost hope
I done came down so hard I slowed
Honestly forever, all a real nigga want
Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty
10-4, no switchin' sides
Feel somethin' wrong
You actin' shifty, you don't vibe
With me no more, I need
Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty
Tell me who you loyal to
Is it money? Is it fame? Is it weed? Is it drink?
Is it comin' down with the loud pipes in the rain?
Big chillin', only for the power in your name
Tell me who you loyal to
Is it love for the streets when the lights get dark?
Is it unconditional when the 'Rari don't start?
Tell me when your loyalty is comin' from the heart
Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty
10-4, no switchin' sides
Feel somethin' wrong
You actin' shifty, you don't vibe
With me no more, I need
Loyalty, loyalty, loyalty
Loyalty, loyalty, loyalty","power, sadness, tenderness, tension"
"I need some water
Something came over me
Way too hot to simmer down, might as well overheat
Too close to comfort
As blood rush my favorite vein
Heartbeat racing like a junkie's
I just need you to want me
Am I asking too much?
Let me put the head in
Ooh, I don't want more than that; girl, I respect the cat
I promise, just a touch
Let me put the head in
If it's okay; she said, ""It's okay""
Yeah, I need everybody's motherfuckin' hands up right now
I need everybody's motherfuckin'—
Door and his Nike Air Rattles
Rush the fire exit, no time for battles
Well I, I never expected
This that new shit
This that new, new shit
Wake up in the mornin', thinkin' 'bout money, kick your feet up
Watch you a comedy, take a shit, then roll some weed up
Go hit you a lick, go fuck on a bitch
Don't go to work today, cop you a fit
Or maybe some kicks and make you—
Wake up in the morning, thinking 'bout money, kick your feet up
Watch you a comedy—hol' up
Wake up in the mornin', thinkin' 'bout money, kick your feet up
Watch you a comedy, take a shit, then roll some weed up
Go hit you a lick, go fuck on a bitch, don't go to work today
Cop you a fit or maybe some kicks and make it work today
Hang with the homies, stunt on your baby mama
Sip some lean, go get a pistol, shoot out the window
Bet your favorite team, play you some Madden
Go to the club or your mama house
Whatever you doing, just make it count (I need some water)
Wake up in the morning, thinking 'bout money, kick your feet up
Hop in the shower, put on your makeup, lace your weave up
Touch on yourself, call up your nigga, tell him he ain't shit
Credit card scam, get you a Visa, make it pay your rent
Hop on the 'Gram, flex on the bitches that be hatin' on you
Pop you a pill, call up your bitches, have 'em waitin' on you
Go to the club, have you some fun, make that ass bounce
It's whatever, just make it count
I need some water
Something came over me
Way too hot to simmer down, might as well overheat
Too close to comfort
As blood rush my favorite vein
Heartbeat racing like a junkie's
I just need you to want me
Am I asking too much?
Let me put the head in
Ooh, I don't want more than that; girl, I respect the cat
I promise, just a touch
Let me put the head in
If it's okay; she said, ""It's okay""
I wake in the morning, my head spinning from the last night
Both in a trance, feelings are dead—what a fast life
Manager called, the lobby call is 11:30
Did this before, promised myself I'd be a hour early
Room full of clothes, bag full of money: call it loose change
Fumbled my jewelry, 100K, I lost a new chain
Hop on the bird, hit the next city for another M
Take me a nap then do it again
We all woke up, tryna tune to the daily news
Looking for confirmation, hoping election wasn't true
All of us worried, all of us buried, in our feelings deep
None of us married to his proposal, make us feel cheap
Stale and sad, distraught and mad, tell the neighbor 'bout it—
Bet they agree, parade the streets with your voice proudly
Time passing, things change
Reverting back to our daily programs, stuck in our ways
Lust
Lately, I feel like I been lusting over the fame
Lately, we lust on the same routine of shame
Lately (Lately) Lately, my lust been heightened (Lately)
Lately, it's all contradiction (Lately, I'm not here)
Lately, I lust over self (Lust turn into fear)
Lately, in James 4:4 says
""Friend of the world is enemy of the Lord""
Brace yourself: Lust is all yours
I need some water
Something came over me
Way too hot to simmer down, might as well overheat
Too close to comfort
As blood rush my favorite vein
Heartbeat racing like a junkie's
I just need you to want me
Am I asking too much?
Let me put the head in
Ooh, I don't want more than that; girl, I respect the cat
I promise, just a touch
Let me put the head in
If it's okay; she said, ""It's okay""","power, tension"
"If Pirus and Crips all got along
They'd probably gun me down by the end of this song
Seem like the whole city go against me
Every time I'm in the street, I hear—
Man down, where you from, nigga?
Fuck who you know—where you from, my nigga?
Where your grandma stay, huh, my nigga?
This m.A.A.d city I run, my nigga
Brace yourself, I'll take you on a trip down memory lane
This is not a rap on how I'm slingin' crack or move cocaine
This is cul-de-sac and plenty Cognac and major pain
Not the drill sergeant, but the stress that weighin' on your brain
It was me, L Boog, and Yan Yan, YG Lucky ride down Rosecrans
It got ugly, wavin' yo' hand out the window — check yourself
Uh, Warriors and Conans, hope euphoria can slow dance
With society, the driver seat, the first one to get killed
Seen a light-skinned nigga with his brains blown out
At the same burger stand where **** hang out
Now, this is not a tape recorder sayin' that he did it
But ever since that day, I was lookin' at him different
That was back when I was nine, Joey packed the nine
Pakistan on every porch is fine, we adapt to crime
Pack a van with four guns at a time
With the sliding door, fuck is up?
Fuck you shootin' for if you ain't walkin' up, you fuckin' punk?
Pickin' up the fuckin' pump, pickin' off you suckers
Suck a dick or die or sucker punch
A wall of bullets comin' from AK's, AR's, ""Ayy, y'all—duck""
That's what mama said when we was eatin' that free lunch
Aw man, goddamn, all hell broke loose
You killed my cousin back in '94, fuck yo' truce
Now crawl your head in that noose
You wind up dead on the news
Ain't no peace treaty, just piecin' BGs up to pre-approve
Bodies on top of bodies, IVs on top of IVs
Obviously the coroner between the sheets like the Isleys
When you hop on that trolley, make sure your color's correct
Make sure you're corporate, or they'll be callin' your mother collect
They say the governor collect all of our taxes, except
When we in traffic and tragic happens, that shit ain't no threat
You movin' backwards if you suggest that you sleep with a TEC
Go buy a chopper and have a doctor on speed dial, I guess
m.A.A.d. city
Man down, where you from, nigga?
Fuck who you know—where you from, my nigga?
Where your grandma stay, huh, my nigga?
This m.A.A.d city I run, my nigga
If Pirus and Crips all got along
They'd probably gun me down by the end of this song
Seem like the whole city go against me
Every time I'm in the street, I hear—
Fresh outta school 'cause I was a high school grad'
Sleepin' in the living room of my mama's pad
Reality struck, I seen the white car crash
Hit the light pole, two niggas hopped out on foot and dashed (Watch out, cuz)
My pops said I needed a job, I thought I believed him
Security guard for a month and ended up leavin'
In fact, I got fired 'cause I was inspired by all of my friends
To stage a robbery, the third Saturday I clocked in
Projects tore up, gang signs get thrown up (Sup?)
Cocaine laced in marijuana
And they wonder why I rarely smoke now
Imagine if your first blunt had you foamin' at the mouth
I was straight tweakin', the next weekend we broke even
I made allegiance that made a promise to see you bleedin'
You know the reasons but still'll never know my life
Kendrick a.k.a. ""Compton's Human Sacrifice""
If I told you I killed a nigga at sixteen, would you believe me?
Perceive me to be innocent Kendrick you seen in the street
With a basketball and some Now and Laters to eat?
If I mentioned all of my skeletons, would you jump in the seat?
Would you say my intelligence now is great relief?
And it's safe to say that our next generation maybe can sleep
With dreams of bein' a lawyer or doctor
Instead of boy with a chopper that hold the cul-de-sac hostage
Kill 'em all if they gossip
The Children of the Corn, they vandalizin' the option
Of livin' a lie, drown their body with toxins
Constantly drinkin' and drive
Hit the powder, then watch this flame that arrive in his eye
Listen, coward, the concept is aim and then bang it and slide
Out that bitch with deposit, a price on his head, the tithes
Probably go to the projects
I live inside the belly of the rough, Compton, USA
Made me an Angel on Angel Dust, what?","power, sadness, tension"
"Uh, I got a halo
I level up every time God say so
Shooter on payroll
Lookin' like Pancho, lookin' like Pedro
Money tree from Tarzan
Ten dividends gon' grow when I say ""grow""
Kung Fu Kenny with the Midas touch
Ain't no penny that I don't touch
All my enemy bite on dust
Ain't no talkin' when it's fatal
Havin' heart, I can't tell (Wait)
Half of y'all might need help (Wait)
I might fall in Rodeo (Bitch)
I might ball in Australia (Say no more)
I might call her for real (Say no more)
All the ass gon' unveil
Wind blows in the windows and I snuck in when the vent close
She copy like 10-4, know who we sent for
Platinum, platinum, platinum
Gotta look at self and ask, ""What happened?""
How y'all let a conscious nigga go commercial
While only makin' conscious albums?
How y'all let the braids on TV?
How y'all let the hood at the table?
Now y'all don't even know how to rate him
Niggas lookin' like I'm a Create-A-Player
Everybody who didn't pay respect
Gotta 'fess up now and pay ya debts
Gotta lay somethin' down if makin' threats
Gotta say somethin' now, don't hold ya breath
I mean, I'm floatin', I got the sauce, got the potion
I got 'em all in convulsions and emotions
I put careers in negotions and put the body in the ocean
I made an oath when my nigga told me to go in
Then he died on a cold bench
All my old friends livin' life on a slow end
Gotta keep shit rollin', it's deep (It's deep, it's deep, it's deep)
I done fucked so much, I can't sleep (I can't sleep, I can't sleep)
I done fucked so much, I'm retired (Swear to God, swear to God)
I'm 'bout to live my life through Dave Free (Swear to God, swear to God)
She said she broke down when Prince died (It's alright)
Bitch, my hair down, Prince live through me (I am Prince)
Get your ass up and be inspired (Get inspired)
You know how many bodies in the street? (How many?)
Take the mask off so you can see","power, tension"
"Dear Adonis
I'm sorry that that man is your father, let me be honest
It takes a man to be a man, your dad is not responsive
I look at him and wish your grandpa woulda wore a condom
I'm sorry that you gotta grow up and then stand behind him
Life is hard, I know, the challenge is always gon' beat us home
Sometimes our parents make mistakes that affect us until we grown
Hey, you're a good kid that need good leadership
Let me be your mentor since your daddy don't teach you shit
Never let a man piss on your leg, son
Either you die right there or pop that man in the head, son
Never fall in the escort business, that's bad religion
Please remember, you could be a bitch even if you got bitches
Never code-switch, whether right or wrong, you're a Black man
Even if it don't benefit your goals, do some push-ups, get some discipline
Don't cut them corners like your daddy did, fuck what Ozempic did
Don't pay to play with them Brazilians, get a gym membership
Understand, no throwin' rocks and hidin' hands, that's law
Don't be ashamed 'bout who you wit', that's how he treat your moms
Don't have a kid to hide a kid to hide again, be sure
Five percent will comprehend, but ninety-five is lost
Be proud of who you are, your strength come from within
Lotta superstars that's real, but your daddy ain't one of them
And you nothing like him, you'll carry yourself as king
Can't understand me right now? Just play this when you eighteen
Dear Sandra
Your son got some habits, I hope you don't undermine them
Especially with all the girls that's hurt inside this climate
You a woman, so you know how it feels to be in alignment
With emotion, hopin' a man can see you and not be blinded
Dear Dennis, you gave birth to a master manipulator
Even usin' you to prove who he is is a huge favor
I think you should ask for more paper, and more paper
And more, uh, more paper
I'm blamin' you for all his gamblin' addictions
Psychopath intuition, the man that like to play victim
You raised a horrible fuckin' person, the nerve of you, Dennis
Sandra, sit down, what I'm about to say is heavy, now listen
Mm-mm, your son's a sick man with sick thoughts, I think niggas like him should die
Him and Weinstein should get fucked up in a cell for the rest their life
He hates Black women, hypersexualizes 'em with kinks of a nympho fetish
Grew facial hair because he understood bein' a beard just fit him better
He got sex offenders on ho-VO that he keep on a monthly allowance
A child should never be compromised and he keepin' his child around them
And we gotta raise our daughters knowin' there's predators like him lurkin'
Fuck a rap battle, he should die so all of these women can live with a purpose
I been in this industry twelve years, I'ma tell y'all one lil' secret
It's some weird shit goin' on and some of these artists be here to police it
They be streamlinin' victims all inside of they home and callin' 'em tender
Then leak videos of themselves to further push their agendas
To any woman that be playin' his music, know that you're playin' your sister
Or better, you're sellin' your niece to the weirdos, not the good ones
Katt Williams said, ""Get you the truth,"" so I'ma get mines
The Embassy 'bout to get raided too, it's only a matter of time
Ayy, LeBron, keep the family away, hey, Curry, keep the family away
To anybody that embody the love for their kids, keep the family away
They lookin' at you too if you standin' by him, keep the family away
I'm lookin' to shoot through any pervert that lives, keep the family safe
Dear baby girl
I'm sorry that your father not active inside your world
He don't commit to much but his music, yeah, that's for sure
He a narcissist, misogynist, livin' inside his songs
Try destroyin' families rather than takin' care of his own
Should be teachin' you time tables or watchin' Frozen with you
Or at your eleventh birthday singin' poems with you
Instead, he be in Turks payin' for sex and poppin' Percs, examples that you don't deserve
I wanna tell you that you're loved, you're brave, you're kind
You got a gift to change the world, and could change your father's mind
'Cause our children is the future, but he lives inside confusion
Money's always been illusion, but that's the life he's used to
His father prolly didn't claim him neither
History do repeats itself, sometimes it don't need a reason
But I would like to say it's not your fault that he's hidin' another child
Give him grace, this the reason I made Mr. Morale
So our babies like you can cope later
Give you some confidence to go through somethin', it's hope later
I never wanna hear you chase a man 'cause it's feral behavior
Sittin' in the club with sugar daddies for validation
You need to know that love is eternity and trumps all pain
I'll tell you who your father is, just play this song when it rains
Yes, he's a hitmaker, songwriter, superstar, right
And a fuckin' deadbeat that should never say ""more life""
Meet the Grahams
Dear Aubrey
I know you probably thinkin' I wanted to crash your party
But truthfully, I don't have a hatin' bone in my body
There's supposed to be a good exhibition within the game
But you fucked up the moment you called out my family's name
Why you had to stoop so low to discredit some decent people?
Guess integrity is lost when the metaphors doesn't reach you
And I like to understand 'cause your house was never a home
Thirty-seven, but you showin' up as a seven-year-old
You got gamblin' problems, drinkin' problems, pill-poppin' and spendin' problems
Bad with money, whorehouse
Solicitin' women problems, therapy's a lovely start
But I suggest some ayahuasca, strip the ego from the bottom
I try to empathize with you 'cause I know that you ain't been through nothin'
Crave entitlement, but wanna be liked so bad that it's puzzlin'
No dominance, let's recap moments when you didn't fit in
No secret handshakes with your friend
No culture cachet to binge, just disrespectin' your mother
Identity's on the fence, don't know which family will love ya
The skin that you livin' in is compromised in personas
Can't channel your masculine even when standin' next to a woman
You a body shamer, you gon' hide them baby mamas, ain't ya?
You embarrassed of 'em, that's not right, that ain't how mama raised us
Take that mask off, I wanna see what's under them achievements
Why believe you? You never gave us nothin' to believe in
'Cause you lied about religious views, you lied about your surgery
You lied about your accent and your past tense, all is perjury
You lied about your ghostwriters, you lied about your crew members
They all pussy, you lied on 'em, I know they all got you in 'em
You lied about your son, you lied about your daughter, huh
You lied about them other kids that's out there hopin' that you come
You lied about the only artist that can offer you some help
Fuck a rap battle, this a long life battle with yourself","power, tension"
"Wait, hol' up, is that you?
With them big ol' thighs after school?
Jay 305 had gave me high five
When I said I’m in hot pursuit
You said, ""I won’t ride until Kendrick drive
A new Monte Carlo that cruise""
And that shot my pride, I tried to improv
But no freestyle I never do
You lookin' for the nigga with the tallest 'fetti
You overlookin' every nigga that ain’t quite ready
To make it rain on you like I'm about to break a levee
Hol' up, that pussy petty
Yeah, your nails did, your hair did
Your cell phone is selfish
It only got numbers that come with a Hummer
Her new prima donna I smelt it
Tried to make you mine, ho!
Tried to make some time, ho!
But I ain’t got the time or the patience
To stop and wait in line, ho!
Her dreams holds Versace
She fall for Armani
Only deal with rich niggas—fuck you and Mick Romney!
I’m grown now, I’m on my own now
I’m po-o-o-oppin'
Change my phone now when I get home now
I got o-o-o-options
Fast forward, wait, is that you?
With them big ol' thighs after school?
And your three kids and three baby daddies
Same car note that’s overdue? I know",power
"Ugh, every time I’m in my city, I be acting like my shit don’t stink
Used to clean my Rolie chain with alcohol in the sink
Riding around with niggas that I grew up with since McNair
Bumpin' ""Me Against the World""—hello, world, Kendrick here
And I’m too much for these niggas, I’m three much for these hoes
I’m too much for these niggas, I’m three much for these hoes
I’m too much for these niggas, I’m three much for these hoes
Wayne told me that, and that's just how it goes
Michael Jordan
Bounce-bounce, ho
Bounce-bounce
This shit make a nigga wanna get some bread or bust a head
Or fuck my enemy's bitch, acting bad and getting rich
Pull up on them twenty-sixes, I’m a vanity slave
I’m a sinner, Jesus Christ, please forgive me for my ways
I don’t know why your bitch want to fuck me
And I don’t know why you fuck niggas can’t see
I’m a Comp-town representer, a concrete back-flipper
A.K.A ""that nigga,"" don't wuwwy!
I don’t know why your bitch want to fuck me
And I don’t know why you fuck niggas can’t see
This is HiiiPower, since the Eddie Bauer, I been popular
I’m popping now, every other hour, paparazzi come
You jocking her, let her be a ho, why you stopping, though?
We stopping the traffic, what you know 'bout them hockey pucks?
Skating on 'em, why you hating on 'em? You should learn from 'em
Seen too many of y’all getting money, know my turn coming
I don’t know why your bitch wanna fuck me
I don’t know why (Hey, wait a minute, motherfucker)
Every time I’m in my city, I be feeling like my shit don’t stink
Used to clean my Rollie chain with alcohol in the sink
Ridin' 'round with niggas that I grew up with since McNair
Bumpin' ""Me Against the World""—hello, world, Kendrick here
And I’m too much for these niggas, I’m three much for these hoes
I’m too much for these niggas, I’m three much for these hoes
I’m too much for these niggas, I’m three much for these hoes
Wayne told me that, and that's just how it goes
Michael Jordan, bitch, Michael Jordan, bitch
Michael Jordan, bitch, Michael Jordan, bitch
That means I’m too much for these niggas, I’m three much for these hoes
Wayne told me that, and that's just how it goes
Man, the game chose me, what am I to do?
The only thing I did wrong was make it possible
I diddy bop and make them titties pop
Out there on my bumper like a city cop
Walking out the Fred Segal, put my girl on it
Ass so fat, probably sit the world on it (Aye)
Pussy crazy, pussy crazy
You fuck niggas, you pussies crazy
Man, I know I can’t tell you about the world, homie
But I know I can tell you about your girl, homie
Her pussy crazy, her pussy crazy
I fucked, nigga—I know you hate me
I know they pay me too much of attention
Bring my name up, it gotta be mentioned
I need me an engine that go real fast
Call it ""hall of fame"" once it haul ass
Give me tall glass, Coconut Cîroc
Please, no soda pop, I make my solo pop
Life’s a bitch, her pussy crazy
But I make that pussy pay me
Every time I’m in my city, I be feeling like my shit don’t stink
Used to clean my Rolie chain with alcohol in the sink
Riding around with niggas that I grew up with since McNair
Bumpin' ""Me Against the World""—hello, world, Kendrick here
And I’m too much for these niggas, I’m three much for these hoes
I’m too much for these niggas, I’m three much for these hoes
I’m too much for these niggas, I’m three much for these hoes
Wayne told me that, and that's just how it goes
Michael Jordan, bitch, Michael Jordan, bitch
Michael Jordan, bitch, Michael Jordan, bitch
That means I’m too much for these niggas, I’m three much for these hoes
Wayne told me that—
Every time I’m in my city, I be feeling like my shit don’t stink
Used to clean my Rolie chain with alcohol in the sink
Riding around with niggas that I grew up with since McNair
Bumpin' ""Me Against the World""—hello, world, Kendrick here
And I’m too much for these niggas, I’m three much for these hoes
I’m too much for these niggas, I’m three much for these hoes
I’m too much for these niggas, I’m three much for these hoes
Wayne told me that, and that's just how it goes
Michael Jordan, bitch, Michael Jordan, bitch
Michael Jordan, bitch, Michael Jordan, bitch
That means I’m too much for these niggas, I’m three much for these hoes
Wayne told me that, and that's just how it goes","power, tension"
"The pressure's taking over me, it's beginning to loom
Better if I spare your feelings and tell you the truth
Lately, I redirected my point of view
You won't grow waitin' on me
I can't live in the Matrix, huh
Rather fall short of your graces, huh
This time, I won't trade places, huh
Not about who's right, who's wrong, huh
Evolve, the only thing known, huh
Ask me when I'm coming home, huh
Blink twice again, I'm gone
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
She woke up in the morning for the daily news
I was so low and mourning through the family feuds
Baby, I told you a story and laid down all the rules
Still, you won't grow waiting on me
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
'Cause all of it's toxic
Girl, I'm not relevant to givin' on profit
Personal gain off my pain, it's nonsense
Darlin', my demons is off the leash for a moshpit
Baby, I just had a baby, you know she need me
Workin' on myself, the counselin' is not easy
Don't you point a finger just to point a finger
'Cause critical thinkin' is a deal-breaker
Faith in one man is a ship sinking
Do yourself a favor and get a mirror that mirror grievance
Then point it at me so the reflection can mirror freedom
She told me that she need me the most, I didn't believe her
She even called me names on the post, the world can see it
Jokes and gaslightin'
Mad at me 'cause she didn't get my vote, she say I'm triflin'
Disregardin' the way that I cope with my own vices
Maybe it's time to break it off
Run away from the culture to follow my heart
I realized true love's not savin' face
But unconditional
When will you let me go?
I trust you'll find independence
If not, then all is forgiven
Sorry I didn't save the world, my friend
I was too busy buildin' mine again
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry
I choose me, I'm sorry","nostalgia, sadness, tension"
